timestamp,event_type,user,host,source_ip,parent_process,process_name,command_line,target_user,registry_path,destination_ip,destination_port,status
2026-03-09 12:19:04.996557,process_start,david,dc-01,10.0.1.10,services.exe,rundll32.exe,cmd.exe /c dir,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,445.0,success
2026-03-09 12:22:04.996557,registry_change,grace,eng-2201,10.0.0.22,excel.exe,rundll32.exe,wmic cpu get name,bob,,192.168.1.20,135.0,success
2026-03-09 12:25:04.996557,network_connection,frank,ws-1001,10.0.0.22,excel.exe,reg.exe,powershell.exe Get-Process,david,,10.0.0.22,80.0,success
2026-03-09 12:31:04.996557,process_start,frank,ws-1003,10.0.0.15,explorer.exe,reg.exe,powershell.exe Get-Process,alice,,192.168.1.20,80.0,failure
2026-03-09 12:40:04.996557,process_start,alice,ws-1003,10.0.1.10,outlook.exe,reg.exe,powershell.exe Get-Process,charlie,,10.0.5.55,445.0,success
2026-03-09 12:43:04.996557,process_start,charlie,eng-2201,10.0.1.10,services.exe,wmic.exe,reg.exe query HKLM\Software,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,443.0,failure
2026-03-09 12:49:04.996557,network_connection,alice,ws-1001,10.0.0.15,excel.exe,cmd.exe,powershell.exe Get-Process,bob,,10.0.5.55,80.0,success
2026-03-09 12:55:04.996557,registry_change,charlie,hr-4401,10.0.1.10,explorer.exe,notepad.exe,reg.exe query HKLM\Software,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 13:04:04.996557,process_start,eve,ws-1003,10.0.0.22,outlook.exe,notepad.exe,wmic cpu get name,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,3389.0,failure
2026-03-09 13:07:04.996557,process_start,alice,ws-1001,192.168.1.20,winword.exe,notepad.exe,wmic cpu get name,alice,,10.0.0.15,443.0,success
2026-03-09 13:10:04.996557,registry_change,grace,ws-1002,10.0.5.55,services.exe,notepad.exe,cmd.exe /c dir,frank,,10.0.0.15,3389.0,failure
2026-03-09 13:19:04.996557,process_start,grace,dc-01,10.0.5.55,explorer.exe,reg.exe,powershell.exe Get-Process,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,445.0,failure
2026-03-09 13:31:04.996557,process_start,grace,ws-1002,10.0.0.15,winword.exe,cmd.exe,notepad.exe notes.txt,eve,,10.0.0.15,3389.0,success
2026-03-09 13:58:04.996557,auth_failure,alice,hr-4401,10.0.5.55,cmd.exe,wmic.exe,wmic process call create powershell.exe,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 14:07:04.996557,auth_failure,frank,ws-1002,10.0.0.22,excel.exe,rundll32.exe,cmd.exe /c dir,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,success
2026-03-09 14:19:04.996557,process_start,bob,eng-2201,10.0.5.55,explorer.exe,wmic.exe,cmd.exe /c dir,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,445.0,failure
2026-03-09 14:22:04.996557,process_start,frank,dc-01,10.0.0.22,winword.exe,cmd.exe,cmd.exe /c dir,frank,,192.168.1.20,139.0,failure
2026-03-09 14:34:04.996557,process_start,charlie,hr-4401,10.0.0.15,explorer.exe,notepad.exe,powershell.exe Get-Process,charlie,,10.0.5.55,139.0,failure
2026-03-09 14:40:04.996557,process_start,grace,ws-1003,10.0.0.22,cmd.exe,cmd.exe,notepad.exe notes.txt,alice,,10.0.0.22,3389.0,failure
2026-03-09 14:43:04.996557,process_start,charlie,ws-1003,10.0.0.15,cmd.exe,reg.exe,wmic process call create powershell.exe,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,139.0,success
2026-03-09 14:55:04.996557,auth_success,bob,ws-1002,10.0.0.22,services.exe,rundll32.exe,reg.exe query HKLM\Software,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,success
2026-03-09 15:04:04.996557,network_connection,eve,ws-1003,10.0.0.22,outlook.exe,reg.exe,wmic cpu get name,alice,,10.0.0.22,135.0,success
2026-03-09 15:22:04.996557,auth_failure,david,ws-1002,10.0.0.22,excel.exe,rundll32.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,failure
2026-03-09 15:31:04.996557,process_start,david,ws-1001,10.0.1.10,explorer.exe,cmd.exe,wmic cpu get name,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,failure
